Index       TIME              V(A)              V(B)             V(CIN)             V(D)              V(S)              V(C)             V(_04_)           V(_05_)           V(_01_)           V(_02_)           V(_03_)           V(_00_)     
1150     1.35771043e-07    0.00000000e+00    6.92525186e-01    5.77104321e-01    5.07474814e-01    1.19999999e+00    1.31001064e-08    1.19865115e+00    1.20000000e+00    1.19744694e+00    6.56423642e-09    1.16628157e+00    3.19724519e-02
1151     1.35783321e-07    0.00000000e+00    6.93998560e-01    5.78332133e-01    5.06001440e-01    1.19999999e+00    1.31069069e-08    1.19870196e+00    1.20000000e+00    1.19752735e+00    6.00021011e-09    1.16510733e+00    6.25121226e-02
1152     1.35795599e-07    0.00000000e+00    6.95471934e-01    5.79559945e-01    5.04528066e-01    1.19999999e+00    1.31141088e-08    1.19874942e+00    1.20000000e+00    1.19760408e+00    5.80465028e-09    1.16387742e+00    1.12943027e-01
1153     1.35807878e-07    0.00000000e+00    6.96945309e-01    5.80787757e-01    5.03054691e-01    1.19999999e+00    1.31217257e-08    1.19879334e+00    1.20000000e+00    1.19767657e+00    5.76344672e-09    1.16258999e+00    1.91175249e-01
1154     1.35820156e-07    0.00000000e+00    6.98418683e-01    5.82015569e-01    5.01581317e-01    1.19999999e+00    1.31297739e-08    1.19883357e+00    1.20000000e+00    1.19774439e+00    5.74146184e-09    1.16124282e+00    3.06498667e-01
1155     1.35831206e-07    0.00000000e+00    6.99744720e-01    5.83120600e-01    5.00255280e-01    1.19999999e+00    1.31374009e-08    1.19886651e+00    1.20000000e+00    1.19780110e+00    5.74059108e-09    1.15997718e+00    4.49912862e-01
1156     1.35841151e-07    0.00000000e+00    7.00938153e-01    5.84115127e-01    4.99061847e-01    1.19999999e+00    1.31445894e-08    1.19889348e+00    1.20000000e+00    1.19784845e+00    5.56694056e-09    1.15879296e+00    6.08615482e-01
1157     1.35851097e-07    0.00000000e+00    7.02131586e-01    5.85109655e-01    4.97868414e-01    1.19999999e+00    1.31521004e-08    1.19891795e+00    1.20000000e+00    1.19789223e+00    5.26080822e-09    1.15756311e+00    7.63152585e-01
1158     1.35859629e-07    0.00000000e+00    7.03155481e-01    5.85962900e-01    4.96844519e-01    1.19999999e+00    1.31588148e-08    1.19893709e+00    1.20000000e+00    1.19792703e+00    5.11523061e-09    1.15646904e+00    8.72470973e-01
1159     1.35867198e-07    0.00000000e+00    7.04063753e-01    5.86719794e-01    4.95936247e-01    1.19999999e+00    1.31649912e-08    1.19895276e+00    1.20000000e+00    1.19795587e+00    5.15723224e-09    1.15546658e+00    9.54313947e-01
1160     1.35874767e-07    0.00000000e+00    7.04972025e-01    5.87476688e-01    4.95027975e-01    1.19999999e+00    1.31713847e-08    1.19896731e+00    1.20000000e+00    1.19798293e+00    5.40468984e-09    1.15443260e+00    1.02329323e+00
1161     1.35882336e-07    0.00000000e+00    7.05880298e-01    5.88233581e-01    4.94119702e-01    1.19999999e+00    1.31780050e-08    1.19898082e+00    1.20000000e+00    1.19800832e+00    5.92623065e-09    1.15336571e+00    1.07811764e+00
1162     1.35889905e-07    0.00000000e+00    7.06788570e-01    5.88990475e-01    4.93211430e-01    1.19999999e+00    1.31848625e-08    1.19899339e+00    1.20000000e+00    1.19803216e+00    3.35829457e-04    1.15226449e+00    1.11903370e+00
1163     1.35897474e-07    0.00000000e+00    7.07696842e-01    5.89747369e-01    4.92303158e-01    1.19999999e+00    1.31919678e-08    1.19900509e+00    1.20000000e+00    1.19805457e+00    1.28131762e-02    1.15112748e+00    1.14795559e+00
1164     1.35905043e-07    0.00000000e+00    7.08605115e-01    5.90504262e-01    4.91394885e-01    1.19999999e+00    1.31993320e-08    1.19901598e+00    1.20000000e+00    1.19807567e+00    6.01873006e-02    1.14995315e+00    1.16748379e+00
1165     1.35911256e-07    0.00000000e+00    7.09350779e-01    5.91125649e-01    4.90649221e-01    1.19999999e+00    1.32055796e-08    1.19902437e+00    1.20000000e+00    1.19809209e+00    1.36602585e-01    1.14896005e+00    1.17825838e+00
1166     1.35916679e-07    0.00000000e+00    7.10001435e-01    5.91667862e-01    4.89998565e-01    1.19999999e+00    1.32111856e-08    1.19903132e+00    1.20000000e+00    1.19810580e+00    2.34154627e-01    1.14807131e+00    1.18485519e+00
1167     1.35922101e-07    0.00000000e+00    7.10652091e-01    5.92210075e-01    4.89347909e-01    1.19999999e+00    1.32169407e-08    1.19903792e+00    1.20000000e+00    1.19811898e+00    3.61811483e-01    1.14716118e+00    1.18954592e+00
1168     1.35927523e-07    0.00000000e+00    7.11302747e-01    5.92752289e-01    4.88697253e-01    1.19999996e+00    1.32228501e-08    1.19904422e+00    1.20000000e+00    1.19813166e+00    5.23995184e-01    1.14622897e+00    1.19284109e+00
1169     1.35932945e-07    0.00000000e+00    7.11953402e-01    5.93294502e-01    4.88046598e-01    1.19972728e+00    1.32289191e-08    1.19905021e+00    1.20000000e+00    1.19814388e+00    7.35709820e-01    1.14527393e+00    1.19513149e+00
1170     1.35933705e-07    0.00000000e+00    7.12044568e-01    5.93370473e-01    4.87955432e-01    1.19958557e+00    1.32297841e-08    1.19905103e+00    1.20000000e+00    1.19814555e+00    7.69954481e-01    1.14513802e+00    1.19538083e+00
1171     1.35934464e-07    0.00000000e+00    7.12135734e-01    5.93446445e-01    4.87864266e-01    1.19939505e+00    1.32306507e-08    1.19905184e+00    1.20000000e+00    1.19814722e+00    8.04101612e-01    1.14500189e+00    1.19562384e+00
1172     1.35935224e-07    0.00000000e+00    7.12226900e-01    5.93522416e-01    4.87773100e-01    1.19907812e+00    1.32315206e-08    1.19905265e+00    1.20000000e+00    1.19814888e+00    8.37793979e-01    1.14486528e+00    1.19585450e+00
1173     1.35936744e-07    0.00000000e+00    7.12409231e-01    5.93674359e-01    4.87590769e-01    1.19770735e+00    1.32332702e-08    1.19905424e+00    1.20000000e+00    1.19815217e+00    9.01800760e-01    1.14459065e+00    1.19628141e+00
1174     1.35938263e-07    0.00000000e+00    7.12591562e-01    5.93826302e-01    4.87408438e-01    1.19463923e+00    1.32350332e-08    1.19905582e+00    1.20000000e+00    1.19815543e+00    9.59372938e-01    1.14431413e+00    1.19666570e+00
1175     1.35939782e-07    0.00000000e+00    7.12773894e-01    5.93978245e-01    4.87226106e-01    1.18863705e+00    1.32368096e-08    1.19905737e+00    1.20000000e+00    1.19815866e+00    1.00894116e+00    1.14403567e+00    1.19701143e+00
1176     1.35941302e-07    0.00000000e+00    7.12956225e-01    5.94130188e-01    4.87043775e-01    1.17831267e+00    1.32385996e-08    1.19905890e+00    1.20000000e+00    1.19816186e+00    1.05009699e+00    1.14375528e+00    1.19732230e+00
1177     1.35942821e-07    0.00000000e+00    7.13138556e-01    5.94282130e-01    4.86861444e-01    1.16260766e+00    1.32404034e-08    1.19906042e+00    1.20000000e+00    1.19816503e+00    1.08327882e+00    1.14347294e+00    1.19760169e+00
1178     1.35944341e-07    0.00000000e+00    7.13320888e-01    5.94434073e-01    4.86679112e-01    1.14124867e+00    1.32422210e-08    1.19906191e+00    1.20000000e+00    1.19816817e+00    1.10942196e+00    1.14318861e+00    1.19785266e+00
1179     1.35945860e-07    0.00000000e+00    7.13503219e-01    5.94586016e-01    4.86496781e-01    1.11476535e+00    1.32440526e-08    1.19906338e+00    1.20000000e+00    1.19817127e+00    1.12966436e+00    1.14290228e+00    1.19807800e+00
1180     1.35947380e-07    0.00000000e+00    7.13685551e-01    5.94737959e-01    4.86314449e-01    1.08413543e+00    1.32458983e-08    1.19906484e+00    1.20000000e+00    1.19817436e+00    1.14514456e+00    1.14261394e+00    1.19828023e+00
1181     1.35948899e-07    0.00000000e+00    7.13867882e-01    5.94889902e-01    4.86132118e-01    1.05040935e+00    1.32477583e-08    1.19906627e+00    1.20000000e+00    1.19817741e+00    1.15688795e+00    1.14232355e+00    1.19846164e+00
1182     1.35950418e-07    0.00000000e+00    7.14050213e-01    5.95041844e-01    4.85949787e-01    1.01448849e+00    1.32496328e-08    1.19906769e+00    1.20000000e+00    1.19818043e+00    1.16575899e+00    1.14203110e+00    1.19862430e+00
1183     1.35953457e-07    0.00000000e+00    7.14414876e-01    5.95345730e-01    4.85585124e-01    9.38736322e-01    1.32534259e-08    1.19907047e+00    1.20000000e+00    1.19818640e+00    1.17769581e+00    1.14143992e+00    1.19890147e+00
1184     1.35959535e-07    0.00000000e+00    7.15144202e-01    5.95953501e-01    4.84855798e-01    7.79989778e-01    1.32611931e-08    1.19907581e+00    1.20000000e+00    1.19819804e+00    1.18901458e+00    1.14023174e+00    1.19930553e+00
1185     1.35965613e-07    0.00000000e+00    7.15873527e-01    5.96561273e-01    4.84126473e-01    6.19665945e-01    1.32692101e-08    1.19908088e+00    1.20000000e+00    1.19820931e+00    1.19292584e+00    1.13898799e+00    1.19956256e+00
1186     1.35971690e-07    0.00000000e+00    7.16602853e-01    5.97169044e-01    4.83397147e-01    4.73572920e-01    1.32774882e-08    1.19908570e+00    1.20000000e+00    1.19822022e+00    1.19483744e+00    1.13770702e+00    1.19972527e+00
1187     1.35977160e-07    0.00000000e+00    7.17259246e-01    5.97716038e-01    4.82740754e-01    3.64559051e-01    1.32851721e-08    1.19908983e+00    1.20000000e+00    1.19822978e+00    1.19591056e+00    1.13652090e+00    1.19981937e+00
1188     1.35982630e-07    0.00000000e+00    7.17915639e-01    5.98263032e-01    4.82084361e-01    2.76299547e-01    1.32930875e-08    1.19909377e+00    1.20000000e+00    1.19823910e+00    1.19666965e+00    1.13530183e+00    1.19988143e+00
1189     1.35988100e-07    0.00000000e+00    7.18572032e-01    5.98810026e-01    4.81427968e-01    2.06399922e-01    1.33012449e-08    1.19909755e+00    1.20000000e+00    1.19824820e+00    1.19723110e+00    1.13404832e+00    1.19992227e+00
1190     1.35993570e-07    0.00000000e+00    7.19228425e-01    5.99357021e-01    4.80771575e-01    1.52282858e-01    1.33096557e-08    1.19910115e+00    1.20000000e+00    1.19825710e+00    1.19765950e+00    1.13275878e+00    1.19994911e+00
1191     1.35999040e-07    0.00000000e+00    7.19884818e-01    5.99904015e-01    4.80115182e-01    1.11235902e-01    1.33183321e-08    1.19910460e+00    1.20000000e+00    1.19826583e+00    1.19799435e+00    1.13143148e+00    1.19996671e+00
1192     1.36004510e-07    0.00000000e+00    7.20541211e-01    6.00451009e-01    4.79458789e-01    8.06233198e-02    1.33272871e-08    1.19910789e+00    1.20000000e+00    1.19827438e+00    1.19826127e+00    1.13006458e+00    1.19997824e+00
1193     1.36009980e-07    0.00000000e+00    7.21197604e-01    6.00998003e-01    4.78802396e-01    5.80923258e-02    1.33365349e-08    1.19911105e+00    1.20000000e+00    1.19828279e+00    1.19847764e+00    1.12865608e+00    1.19998578e+00
1194     1.36015450e-07    0.00000000e+00    7.21853997e-01    6.01544997e-01    4.78146003e-01    4.16748952e-02    1.33460909e-08    1.19911407e+00    1.20000000e+00    1.19829105e+00    1.19865555e+00    1.12720382e+00    1.19999072e+00
1195     1.36026390e-07    0.00000000e+00    7.23166783e-01    6.02638985e-01    4.76833217e-01    2.08712451e-02    1.33662040e-08    1.19911973e+00    1.20000000e+00    1.19830723e+00    1.19892999e+00    1.12415727e+00    1.19999621e+00
1196     1.36048270e-07    0.00000000e+00    7.25792354e-01    6.04826962e-01    4.74207646e-01    4.09041581e-03    1.34110599e-08    1.19912973e+00    1.20000000e+00    1.19833844e+00    1.19927832e+00    1.11740895e+00    1.19999967e+00
1197     1.36092029e-07    0.00000000e+00    7.31043498e-01    6.09202915e-01    4.68956502e-01   -6.18851944e-04    1.35262902e-08    1.19914548e+00    1.20000000e+00    1.19839812e+00    1.19961265e+00    1.10038867e+00    1.20000008e+00
1198     1.36130386e-07    0.00000000e+00    7.35646274e-01    6.13038561e-01    4.64353726e-01    5.47899847e-05    1.36639263e-08    1.19915573e+00    1.20000000e+00    1.19844875e+00    1.19974126e+00    1.08110317e+00    1.19999998e+00
1199     1.36168742e-07    0.00000000e+00    7.40249049e-01    6.16874208e-01    4.59750951e-01   -4.86264342e-06    1.38458670e-08    1.19916366e+00    1.20000000e+00    1.19849858e+00    1.19981597e+00    1.05758415e+00    1.20000000e+00
1200     1.36207099e-07    0.00000000e+00    7.44851824e-01    6.20709854e-01    4.55148176e-01    4.60522474e-07    1.40824797e-08    1.19916993e+00    1.20000000e+00    1.19854760e+00    1.19986106e+00    1.02975544e+00    1.19999999e+00
1201     1.36245455e-07    0.00000000e+00    7.49454600e-01    6.24545500e-01    4.50545400e-01   -5.92230460e-08    1.43880617e-08    1.19917500e+00    1.20000000e+00    1.19859545e+00    1.19989202e+00    9.97535576e-01    1.20000000e+00
1202     1.36283811e-07    0.00000000e+00    7.54057375e-01    6.28381146e-01    4.45942625e-01    3.04751315e-08    1.47833706e-08    1.19917920e+00    1.20000000e+00    1.19864162e+00    1.19991302e+00    9.60837155e-01    1.19999999e+00
1203     1.36322168e-07    0.00000000e+00    7.58660150e-01    6.32216792e-01    4.41339850e-01   -1.62459304e-08    1.52997068e-08    1.19918278e+00    1.20000000e+00    1.19868565e+00    1.19992875e+00    9.19597099e-01    1.19999999e+00
1204     1.36360524e-07    0.00000000e+00    7.63262926e-01    6.36052438e-01    4.36737074e-01    2.22731564e-08    1.59861197e-08    1.19918589e+00    1.20000000e+00    1.19872624e+00    1.19994026e+00    8.73747893e-01    1.19999999e+00
1205     1.36398881e-07    0.00000000e+00    7.67865701e-01    6.39888084e-01    4.32134299e-01   -1.16183318e-08    1.69240173e-08    1.19918867e+00    1.20000000e+00    1.19875994e+00    1.19994937e+00    8.23196449e-01    1.19999999e+00
1206     1.36437237e-07    0.00000000e+00    7.72468476e-01    6.43723730e-01    4.27531524e-01    1.84044014e-08    1.82586812e-08    1.19919120e+00    1.20000000e+00    1.19878357e+00    1.19995644e+00    7.67760709e-01    1.19999999e+00
1207     1.36475594e-07    0.00000000e+00    7.77071252e-01    6.47559377e-01    4.22928748e-01   -8.20948978e-09    2.02765135e-08    1.19919355e+00    1.20000000e+00    1.19879788e+00    1.19996224e+00    7.07059906e-01    1.19999999e+00
1208     1.36513950e-07    0.00000000e+00    7.81674027e-01    6.51395023e-01    4.18325973e-01    1.53841638e-08    4.81692811e-03    1.19919577e+00    1.20000000e+00    1.19880621e+00    1.19996692e+00    6.40130340e-01    1.19999999e+00
1209     1.36552307e-07    0.00000000e+00    7.86276803e-01    6.55230669e-01    4.13723197e-01   -5.53225983e-09    3.84745122e-02    1.19919788e+00    1.20000000e+00    1.19881144e+00    1.19997083e+00    5.63804617e-01    1.19999999e+00
1210     1.36557446e-07    0.00000000e+00    7.86893472e-01    6.55744560e-01    4.13106528e-01    2.49500432e-09    4.80372539e-02    1.19919816e+00    1.20000000e+00    1.19881198e+00    1.19997129e+00    5.52410571e-01    1.19999999e+00
1211     1.36562585e-07    0.00000000e+00    7.87510142e-01    6.56258452e-01    4.12489858e-01    4.98213114e-09    5.86717586e-02    1.19919843e+00    1.20000000e+00    1.19881252e+00    1.19997174e+00    5.40780105e-01    1.19999999e+00
1212     1.36572862e-07    0.00000000e+00    7.88743481e-01    6.57286234e-01    4.11256519e-01    3.86281626e-09    8.67615516e-02    1.19919898e+00    1.20000000e+00    1.19881353e+00    1.19997262e+00    5.15854348e-01    1.19999999e+00
1213     1.36583140e-07    0.00000000e+00    7.89976821e-01    6.58314017e-01    4.10023179e-01    4.57177406e-09    1.24959446e-01    1.19919953e+00    1.20000000e+00    1.19881449e+00    1.19997346e+00    4.88056687e-01    1.19999999e+00
1214     1.36593418e-07    0.00000000e+00    7.91210160e-01    6.59341800e-01    4.08789840e-01    4.12274879e-09    1.75408012e-01    1.19920007e+00    1.20000000e+00    1.19881539e+00    1.19997426e+00    4.57176394e-01    1.19999999e+00
1215     1.36603696e-07    0.00000000e+00    7.92443500e-01    6.60369583e-01    4.07556500e-01    4.40714776e-09    2.41082319e-01    1.19920060e+00    1.20000000e+00    1.19881625e+00    1.19997503e+00    4.23824890e-01    1.19999999e+00
1216     1.36613974e-07    0.00000000e+00    7.93676839e-01    6.61397366e-01    4.06323161e-01    4.22701543e-09    3.25229899e-01    1.19920113e+00    1.20000000e+00    1.19881707e+00    1.19997576e+00    3.88546441e-01    1.19999999e+00
1217     1.36624251e-07    0.00000000e+00    7.94910178e-01    6.62425149e-01    4.05089822e-01    4.34110155e-09    4.31253660e-01    1.19920166e+00    1.20000000e+00    1.19881787e+00    1.19997646e+00    3.51689871e-01    1.19999999e+00
1218     1.36634529e-07    0.00000000e+00    7.96143518e-01    6.63452931e-01    4.03856482e-01    4.26883800e-09    5.62718029e-01    1.19920219e+00    1.20000000e+00    1.19881864e+00    1.19997714e+00    3.13489435e-01    1.19999999e+00
1219     1.36644807e-07    0.00000000e+00    7.97376857e-01    6.64480714e-01    4.02623143e-01    4.31460238e-09    7.23204417e-01    1.19920271e+00    1.20000000e+00    1.19881938e+00    1.19997778e+00    2.74462864e-01    1.19999999e+00
1220     1.36655085e-07    0.00000000e+00    7.98610197e-01    6.65508497e-01    4.01389803e-01    4.28561142e-09    9.02070433e-01    1.19920323e+00    1.20000000e+00    1.19882011e+00    1.19997839e+00    2.36803896e-01    1.19999999e+00
1221     1.36665363e-07    0.00000000e+00    7.99843536e-01    6.66536280e-01    4.00156464e-01    4.30396841e-09    1.05334659e+00    1.19920374e+00    1.20000000e+00    1.19882082e+00    1.19997898e+00    2.02990547e-01    1.19999999e+00
1222     1.36674139e-07    0.00000000e+00    8.00896718e-01    6.67413931e-01    3.99103282e-01    4.29269073e-09    1.13230832e+00    1.19920418e+00    1.20000000e+00    1.19882142e+00    1.19997947e+00    1.77598714e-01    1.19999999e+00
1223     1.36681632e-07    0.00000000e+00    8.01795819e-01    6.68163182e-01    3.98204181e-01    4.29904328e-09    1.16773389e+00    1.19920456e+00    1.20000000e+00    1.19882192e+00    1.19997987e+00    1.58175868e-01    1.19999999e+00
1224     1.36689124e-07    0.00000000e+00    8.02694920e-01    6.68912433e-01    3.97305080e-01    4.29567851e-09    1.18543753e+00    1.19920493e+00    1.20000000e+00    1.19882242e+00    1.19998026e+00    1.40500224e-01    1.19999999e+00
1225     1.36704109e-07    0.00000000e+00    8.04493121e-01    6.70410934e-01    3.95506879e-01    4.29769131e-09    1.19826969e+00    1.19920567e+00    1.20000000e+00    1.19882339e+00    1.19998100e+00    1.09612648e-01    1.19999999e+00
1226     1.36719094e-07    0.00000000e+00    8.06291323e-01    6.71909436e-01    3.93708677e-01    4.29620881e-09    1.19984732e+00    1.19920641e+00    1.20000000e+00    1.19882434e+00    1.19998170e+00    8.41174948e-02    1.19999999e+00
1227     1.36734079e-07    0.00000000e+00    8.08089525e-01    6.73407937e-01    3.91910475e-01    4.29728931e-09    1.19998972e+00    1.19920714e+00    1.20000000e+00    1.19882528e+00    1.19998237e+00    6.35469099e-02    1.19999999e+00
1228     1.36749064e-07    0.00000000e+00    8.09887726e-01    6.74906439e-01    3.90112274e-01    4.29649088e-09    1.19999947e+00    1.19920787e+00    1.20000000e+00    1.19882620e+00    1.19998300e+00    4.74509349e-02    1.19999999e+00
1229     1.36779034e-07    0.00000000e+00    8.13484130e-01    6.77903442e-01    3.86515870e-01    4.29710888e-09    1.20000015e+00    1.19920932e+00    1.20000000e+00    1.19882799e+00    1.19998416e+00    2.57424205e-02    1.19999999e+00
1230     1.36838974e-07    0.00000000e+00    8.20676937e-01    6.83897447e-01    3.79323063e-01    4.29654212e-09    1.19999991e+00    1.19921219e+00    1.20000000e+00    1.19883140e+00    1.19998615e+00    6.87287043e-03    1.19999999e+00
1231     1.36898915e-07    0.00000000e+00    8.27869744e-01    6.89891453e-01    3.72130256e-01    4.29704604e-09    1.20000005e+00    1.19921503e+00    1.20000000e+00    1.19883463e+00    1.19998778e+00    2.46856377e-03    1.19999999e+00
1232     1.37018795e-07    0.00000000e+00    8.42255358e-01    7.01879465e-01    3.57744642e-01    4.29654088e-09    1.19999996e+00    1.19922520e+00    1.20000000e+00    1.19884573e+00    1.19999028e+00    5.08223260e-04    1.19999999e+00
1233     1.37121415e-07    0.00000000e+00    8.54569842e-01    7.12141535e-01    3.45430158e-01    4.29697636e-09    1.20000003e+00    1.19925034e+00    1.20000000e+00    1.19887041e+00    1.19999180e+00    3.61524775e-04    1.19999999e+00
1234     1.37321415e-07    0.00000000e+00    8.78569842e-01    7.32141535e-01    3.21430158e-01    4.29646600e-09    1.19999997e+00    1.19929965e+00    1.20000000e+00    1.19892007e+00    1.19999389e+00    1.69357781e-04    1.19999999e+00
1235     1.37521415e-07    0.00000000e+00    9.02569842e-01    7.52141535e-01    2.97430158e-01    4.29685767e-09    1.20000002e+00    1.19934045e+00    1.20000000e+00    1.19896107e+00    1.19999526e+00    1.04923362e-04    1.19999999e+00
1236     1.37721415e-07    0.00000000e+00    9.26569842e-01    7.72141535e-01    2.73430158e-01    4.29638523e-09    1.19999998e+00    1.19937874e+00    1.20000000e+00    1.19899941e+00    1.19999620e+00    6.42103405e-05    1.19999999e+00
1237     1.37921415e-07    0.00000000e+00    9.50569842e-01    7.92141535e-01    2.49430158e-01    4.29676780e-09    1.20000002e+00    1.19941115e+00    1.20000000e+00    1.19903211e+00    1.19999688e+00    4.59803477e-05    1.19999999e+00
1238     1.38121415e-07    0.00000000e+00    9.74569842e-01    8.12141535e-01    2.25430158e-01    4.29632490e-09    1.19999998e+00    1.19944176e+00    1.20000000e+00    1.19906264e+00    1.19999739e+00    3.19032148e-05    1.19999999e+00
1239     1.38321415e-07    0.00000000e+00    9.98569842e-01    8.32141535e-01    2.01430158e-01    4.29669603e-09    1.20000001e+00    1.19946813e+00    1.20000000e+00    1.19908930e+00    1.19999778e+00    2.45507162e-05    1.19999999e+00
1240     1.38521415e-07    0.00000000e+00    1.02256984e+00    8.52141535e-01    1.77430158e-01    4.29627828e-09    1.19999999e+00    1.19949315e+00    1.20000000e+00    1.19911421e+00    1.19999808e+00    1.83260069e-05    1.19999999e+00
1241     1.38721415e-07    0.00000000e+00    1.04656984e+00    8.72141535e-01    1.53430158e-01    4.29663627e-09    1.20000001e+00    1.19951504e+00    1.20000000e+00    1.19913634e+00    1.19999833e+00    1.47606479e-05    1.19999999e+00
1242     1.38921415e-07    0.00000000e+00    1.07056984e+00    8.92141535e-01    1.29430158e-01    4.29624111e-09    1.19999999e+00    1.19953588e+00    1.20000000e+00    1.19915708e+00    1.19999853e+00    1.15466090e-05    1.19999999e+00
1243     1.39121415e-07    0.00000000e+00    1.09456984e+00    9.12141535e-01    1.05430158e-01    4.29658597e-09    1.20000001e+00    1.19955433e+00    1.20000000e+00    1.19917574e+00    1.19999869e+00    9.61148114e-06    1.19999999e+00
1244     1.39321415e-07    0.00000000e+00    1.11856984e+00    9.32141535e-01    8.14301580e-02    4.29621102e-09    1.19999999e+00    1.19957195e+00    1.20000000e+00    1.19919327e+00    1.19999883e+00    7.76244654e-06    1.19999999e+00
1245     1.39521415e-07    0.00000000e+00    1.14256984e+00    9.52141535e-01    5.74301580e-02    4.29654237e-09    1.20000000e+00    1.19958772e+00    1.20000000e+00    1.19920920e+00    1.19999895e+00    6.62907811e-06    1.19999999e+00
1246     1.39721415e-07    0.00000000e+00    1.16656984e+00    9.72141535e-01    3.34301580e-02    4.29618631e-09    1.19999999e+00    1.19960282e+00    1.20000000e+00    1.19922423e+00    1.19999905e+00    5.47669807e-06    1.19999999e+00
1247     1.39921415e-07    0.00000000e+00    1.19056984e+00    9.92141535e-01    9.43015796e-03    4.29650445e-09    1.20000000e+00    1.19961645e+00    1.20000000e+00    1.19923799e+00    1.19999913e+00    4.77562887e-06    1.19999999e+00
1248     1.40000000e-07    0.00000000e+00    1.20000000e+00    1.00000000e+00    0.00000000e+00    4.29617945e-09    1.20000000e+00    1.19962180e+00    1.20000000e+00    1.19924328e+00    1.19999916e+00    4.40268676e-06    1.19999999e+00
1249     1.40020000e-07    0.00000000e+00    1.20000000e+00    1.00200000e+00    0.00000000e+00    4.29632546e-09    1.20000000e+00    1.19962194e+00    1.20000000e+00    1.19924356e+00    1.19999917e+00    4.37839702e-06    1.19999999e+00
1250     1.40040000e-07    0.00000000e+00    1.20000000e+00    1.00400000e+00    0.00000000e+00    4.29633314e-09    1.20000000e+00    1.19962196e+00    1.20000000e+00    1.19924366e+00    1.19999918e+00    4.32282970e-06    1.19999999e+00
1251     1.40080000e-07    0.00000000e+00    1.20000000e+00    1.00800000e+00    0.00000000e+00    4.29633374e-09    1.20000000e+00    1.19962197e+00    1.20000000e+00    1.19924374e+00    1.19999919e+00    4.20836519e-06    1.19999999e+00
1252     1.40160000e-07    0.00000000e+00    1.20000000e+00    1.01600000e+00    0.00000000e+00    4.29633282e-09    1.20000000e+00    1.19962196e+00    1.20000000e+00    1.19924372e+00    1.19999922e+00    3.99019226e-06    1.19999999e+00
1253     1.40320000e-07    0.00000000e+00    1.20000000e+00    1.03200000e+00    0.00000000e+00    4.29633332e-09    1.20000000e+00    1.19962197e+00    1.20000000e+00    1.19924373e+00    1.19999927e+00    3.60048011e-06    1.19999999e+00
1254     1.40520000e-07    0.00000000e+00    1.20000000e+00    1.05200000e+00    0.00000000e+00    4.29633223e-09    1.20000000e+00    1.19962196e+00    1.20000000e+00    1.19924372e+00    1.19999933e+00    3.18450701e-06    1.19999999e+00
1255     1.40720000e-07    0.00000000e+00    1.20000000e+00    1.07200000e+00    0.00000000e+00    4.29633302e-09    1.20000000e+00    1.19962197e+00    1.20000000e+00    1.19924373e+00    1.19999938e+00    2.83444360e-06    1.19999999e+00
1256     1.40920000e-07    0.00000000e+00    1.20000000e+00    1.09200000e+00    0.00000000e+00    4.29633204e-09    1.20000000e+00    1.19962196e+00    1.20000000e+00    1.19924372e+00    1.19999943e+00    2.53610261e-06    1.19999999e+00
1257     1.41120000e-07    0.00000000e+00    1.20000000e+00    1.11200000e+00    0.00000000e+00    4.29633235e-09    1.20000000e+00    1.19962197e+00    1.20000000e+00    1.19924373e+00    1.19999947e+00    2.28129449e-06    1.19999999e+00
1258     1.41320000e-07    0.00000000e+00    1.20000000e+00    1.13200000e+00    0.00000000e+00    4.29633177e-09    1.20000000e+00    1.19962196e+00    1.20000000e+00    1.19924372e+00    1.19999950e+00    2.06092818e-06    1.19999999e+00
1259     1.41520000e-07    0.00000000e+00    1.20000000e+00    1.15200000e+00    0.00000000e+00    4.29633220e-09    1.20000000e+00    1.19962197e+00    1.20000000e+00    1.19924373e+00    1.19999953e+00    1.87040643e-06    1.19999999e+00
1260     1.41720000e-07    0.00000000e+00    1.20000000e+00    1.17200000e+00    0.00000000e+00    4.29633132e-09    1.20000000e+00    1.19962197e+00    1.20000000e+00    1.19924372e+00    1.19999956e+00    1.70356098e-06    1.19999999e+00
1261     1.41920000e-07    0.00000000e+00    1.20000000e+00    1.19200000e+00    0.00000000e+00    4.29633213e-09    1.20000000e+00    1.19962197e+00    1.20000000e+00    1.19924373e+00    1.19999959e+00    1.55782902e-06    1.19999999e+00
1262     1.42000000e-07    0.00000000e+00    1.20000000e+00    1.20000000e+00    0.00000000e+00    4.29633143e-09    1.20000000e+00    1.19962197e+00    1.20000000e+00    1.19924373e+00    1.19999960e+00    1.50417370e-06    1.19999999e+00
1263     1.42020000e-07    0.00000000e+00    1.20000000e+00    1.20000000e+00    0.00000000e+00    4.29630259e-09    1.20000000e+00    1.19966653e+00    1.20000000e+00    1.19931270e+00    1.19999959e+00    1.49265186e-06    1.19999999e+00
1264     1.42040000e-07    0.00000000e+00    1.20000000e+00    1.20000000e+00    0.00000000e+00    4.29626670e-09    1.20000000e+00    1.19970722e+00    1.20000000e+00    1.19938768e+00    1.19999958e+00    1.48172272e-06    1.19999999e+00
